ID,LABEL,RULE
15,Resolution,"MATCH (a2:Template)<--(a1)<--(a0)<--(b)-->(c0)-->(c1)-->(c2)
WHERE a2.VALUE='Resolution' AND a2.PATH='/HTML/BODY/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/DIV/DIV/TABLE/TBODY/TR/TD/text()' AND a2.POSITION='1' 
AND a1.VALUE='TD' AND a1.POSITION='1' 
AND a0.VALUE='TR' AND a0.POSITION='13' 
AND b.VALUE='TBODY' 
AND c0.VALUE='TR' AND c0.POSITION='25' 
AND c1.VALUE='TD' AND c1.POSITION='1' 
AND c2.NODE_TYPE='3' AND c2.POSITION='1' 
 RETURN c2.VALUE AS VALUE, c2.URL AS URL, 'Template' in LABELS(c2) as template"
16,4X,"MATCH (a2:Template)<--(a1)<--(a0)<--(b)-->(c0)-->(c1)-->(c2)
WHERE a2.VALUE='4X' AND a2.PATH='/HTML/BODY/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/DIV/DIV/TABLE/TBODY/TR/TD/text()' AND a2.POSITION='1' 
AND a1.VALUE='TD' AND a1.POSITION='2' 
AND a0.VALUE='TR' AND a0.POSITION='17' 
AND b.VALUE='TBODY' 
AND c0.VALUE='TR' AND c0.POSITION='59' 
AND c1.VALUE='TD' AND c1.POSITION='1' 
AND c2.NODE_TYPE='3' AND c2.POSITION='1' 
 RETURN c2.VALUE AS VALUE, c2.URL AS URL, 'Template' in LABELS(c2) as template"
17,Interface,"MATCH (a2:Template)<--(a1)<--(a0)<--(b)-->(c0)-->(c1)-->(c2)
WHERE a2.VALUE='Interface' AND a2.PATH='/HTML/BODY/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/DIV/DIV/TABLE/TBODY/TR/TD/text()' AND a2.POSITION='1' 
AND a1.VALUE='TD' AND a1.POSITION='1' 
AND a0.VALUE='TR' AND a0.POSITION='51' 
AND b.VALUE='TBODY' 
AND c0.VALUE='TR' AND c0.POSITION='55' 
AND c1.VALUE='TD' AND c1.POSITION='1' 
AND c2.NODE_TYPE='3' AND c2.POSITION='1' 
 RETURN c2.VALUE AS VALUE, c2.URL AS URL, 'Template' in LABELS(c2) as template"
18,The product will be replaced and shipped directly to you at no charge.(,"MATCH (a1:Template)<--(a0)<--(b)-->(c0)-->(c1)-->(c2)-->(c3)
WHERE a1.VALUE='The product will be replaced and shipped directly to you at no charge.(' AND a1.PATH='/HTML/BODY/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/FORM/DL/DD/P/text()' AND a1.POSITION='1' 
AND a0.VALUE='P' AND a0.POSITION='1' 
AND b.VALUE='DD' 
AND c0.VALUE='UL' AND c0.POSITION='1' 
AND c1.VALUE='LI' AND c1.POSITION='1' 
AND c2.VALUE='LABEL' AND c2.POSITION='1' 
AND c3.NODE_TYPE='3' AND c3.POSITION='1' 
 RETURN c3.VALUE AS VALUE, c3.URL AS URL, 'Template' in LABELS(c3) as template"
19,Dimensions (WxHxD),"MATCH (a2:Template)<--(a1)<--(a0)<--(b)-->(c0)-->(c1)-->(c2)
WHERE a2.VALUE='Dimensions (WxHxD)' AND a2.PATH='/HTML/BODY/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/DIV/DIV/TABLE/TBODY/TR/TD/text()' AND a2.POSITION='1' 
AND a1.VALUE='TD' AND a1.POSITION='1' 
AND a0.VALUE='TR' AND a0.POSITION='6' 
AND b.VALUE='TBODY' 
AND c0.VALUE='TR' AND c0.POSITION='24' 
AND c1.VALUE='TD' AND c1.POSITION='1' 
AND c2.NODE_TYPE='3' AND c2.POSITION='1' 
 RETURN c2.VALUE AS VALUE, c2.URL AS URL, 'Template' in LABELS(c2) as template"
20,Color,"MATCH (a2:Template)<--(a1)<--(a0)<--(b)-->(c0)-->(c1)-->(c2)
WHERE a2.VALUE='Color' AND a2.PATH='/HTML/BODY/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/DIV/DIV/TABLE/TBODY/TR/TD/text()' AND a2.POSITION='1' 
AND a1.VALUE='TD' AND a1.POSITION='1' 
AND a0.VALUE='TR' AND a0.POSITION='4' 
AND b.VALUE='TBODY' 
AND c0.VALUE='TR' AND c0.POSITION='48' 
AND c1.VALUE='TD' AND c1.POSITION='1' 
AND c2.NODE_TYPE='3' AND c2.POSITION='1' 
 RETURN c2.VALUE AS VALUE, c2.URL AS URL, 'Template' in LABELS(c2) as template"
21,Interface,"MATCH (a2:Template)<--(a1)<--(a0)<--(b)-->(c0)-->(c1)-->(c2)
WHERE a2.VALUE='Interface' AND a2.PATH='/HTML/BODY/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/DIV/DIV/TABLE/TBODY/TR/TD/text()' AND a2.POSITION='1' 
AND a1.VALUE='TD' AND a1.POSITION='1' 
AND a0.VALUE='TR' AND a0.POSITION='51' 
AND b.VALUE='TBODY' 
AND c0.VALUE='TR' AND c0.POSITION='40' 
AND c1.VALUE='TD' AND c1.POSITION='1' 
AND c2.NODE_TYPE='3' AND c2.POSITION='1' 
 RETURN c2.VALUE AS VALUE, c2.URL AS URL, 'Template' in LABELS(c2) as template"
22,"DOLICA LCDPRO30 LCD Screen Protector for 3.0"" Screen w/ LCD cleaning cloth","MATCH (a2:Template)<--(a1)<--(a0)<--(b)-->(c0)-->(c1)-->(c2)-->(c3)
WHERE a2.VALUE='DOLICA LCDPRO30 LCD Screen Protector for 3.0"" Screen w/ LCD cleaning cloth' AND a2.PATH='/HTML/BODY/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/DIV/DIV/DL/DD/A/text()' AND a2.POSITION='1' 
AND a1.VALUE='A' AND a1.POSITION='1' 
AND a0.VALUE='DD' AND a0.POSITION='4' 
AND b.VALUE='DL' 
AND c0.VALUE='DD' AND c0.POSITION='7' 
AND c1.VALUE='A' AND c1.POSITION='1' 
AND c2.VALUE='SPAN' AND c2.POSITION='1' 
AND c3.NODE_TYPE='3' AND c3.POSITION='1' 
 RETURN c3.VALUE AS VALUE, c3.URL AS URL, 'Template' in LABELS(c3) as template"
23,Series,"MATCH (a2:Template)<--(a1)<--(a0)<--(b)-->(c0)-->(c1)-->(c2)
WHERE a2.VALUE='Series' AND a2.PATH='/HTML/BODY/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/DIV/DIV/TABLE/TBODY/TR/TD/text()' AND a2.POSITION='1' 
AND a1.VALUE='TD' AND a1.POSITION='1' 
AND a0.VALUE='TR' AND a0.POSITION='3' 
AND b.VALUE='TBODY' 
AND c0.VALUE='TR' AND c0.POSITION='20' 
AND c1.VALUE='TD' AND c1.POSITION='1' 
AND c2.NODE_TYPE='3' AND c2.POSITION='1' 
 RETURN c2.VALUE AS VALUE, c2.URL AS URL, 'Template' in LABELS(c2) as template"
24,"Special savings with combo, while supplies last","MATCH (a2:Template)<--(a1)<--(a0)<--(b)-->(c0)-->(c1)
WHERE a2.VALUE='Special savings with combo, while supplies last' AND a2.PATH='/HTML/BODY/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/TABLE/TBODY/TR/TD/DIV/H2/SPAN/text()' AND a2.POSITION='1' 
AND a1.VALUE='SPAN' AND a1.POSITION='1' 
AND a0.VALUE='H2' AND a0.POSITION='1' 
AND b.VALUE='DIV' 
AND c0.VALUE='H1' AND c0.POSITION='1' 
AND c1.NODE_TYPE='3' AND c1.POSITION='1' 
 RETURN c1.VALUE AS VALUE, c1.URL AS URL, 'Template' in LABELS(c1) as template"
25,Interface,"MATCH (a2:Template)<--(a1)<--(a0)<--(b)-->(c0)-->(c1)-->(c2)
WHERE a2.VALUE='Interface' AND a2.PATH='/HTML/BODY/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/DIV/DIV/TABLE/TBODY/TR/TD/text()' AND a2.POSITION='1' 
AND a1.VALUE='TD' AND a1.POSITION='1' 
AND a0.VALUE='TR' AND a0.POSITION='50' 
AND b.VALUE='TBODY' 
AND c0.VALUE='TR' AND c0.POSITION='42' 
AND c1.VALUE='TD' AND c1.POSITION='2' 
AND c2.NODE_TYPE='3' AND c2.POSITION='2' 
 RETURN c2.VALUE AS VALUE, c2.URL AS URL, 'Template' in LABELS(c2) as template"
26,Battery,"MATCH (a2:Template)<--(a1)<--(a0)<--(b)-->(c0)-->(c1)-->(c2)
WHERE a2.VALUE='Battery' AND a2.PATH='/HTML/BODY/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/DIV/DIV/TABLE/TBODY/TR/TD/text()' AND a2.POSITION='1' 
AND a1.VALUE='TD' AND a1.POSITION='1' 
AND a0.VALUE='TR' AND a0.POSITION='22' 
AND b.VALUE='TBODY' 
AND c0.VALUE='TR' AND c0.POSITION='9' 
AND c1.VALUE='TD' AND c1.POSITION='1' 
AND c2.NODE_TYPE='3' AND c2.POSITION='1' 
 RETURN c2.VALUE AS VALUE, c2.URL AS URL, 'Template' in LABELS(c2) as template"
27,5,"MATCH (a1:Template)<--(a0)<--(b)-->(c0)-->(c1)
WHERE a1.VALUE='5' AND a1.PATH='/HTML/BODY/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/DIV/DIV/DL/DD/DL/DD/text()' AND a1.POSITION='1' 
AND a0.VALUE='DD' AND a0.POSITION='1' 
AND b.VALUE='DL' 
AND c0.VALUE='DD' AND c0.POSITION='3' 
AND c1.NODE_TYPE='3' AND c1.POSITION='1' 
 RETURN c1.VALUE AS VALUE, c1.URL AS URL, 'Template' in LABELS(c1) as template"
28,Movie Format,"MATCH (a2:Template)<--(a1)<--(a0)<--(b)-->(c0)-->(c1)-->(c2)
WHERE a2.VALUE='Movie Format' AND a2.PATH='/HTML/BODY/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/DIV/DIV/TABLE/TBODY/TR/TD/text()' AND a2.POSITION='1' 
AND a1.VALUE='TD' AND a1.POSITION='1' 
AND a0.VALUE='TR' AND a0.POSITION='27' 
AND b.VALUE='TBODY' 
AND c0.VALUE='TR' AND c0.POSITION='24' 
AND c1.VALUE='TD' AND c1.POSITION='1' 
AND c2.NODE_TYPE='3' AND c2.POSITION='1' 
 RETURN c2.VALUE AS VALUE, c2.URL AS URL, 'Template' in LABELS(c2) as template"
29,White Balance,"MATCH (a2:Template)<--(a1)<--(a0)<--(b)-->(c0)-->(c1)-->(c2)
WHERE a2.VALUE='White Balance' AND a2.PATH='/HTML/BODY/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/DIV/DIV/TABLE/TBODY/TR/TD/text()' AND a2.POSITION='1' 
AND a1.VALUE='TD' AND a1.POSITION='1' 
AND a0.VALUE='TR' AND a0.POSITION='38' 
AND b.VALUE='TBODY' 
AND c0.VALUE='TR' AND c0.POSITION='41' 
AND c1.VALUE='TD' AND c1.POSITION='1' 
AND c2.NODE_TYPE='3' AND c2.POSITION='1' 
 RETURN c2.VALUE AS VALUE, c2.URL AS URL, 'Template' in LABELS(c2) as template"
30,Max. Recording Resolution,"MATCH (a2:Template)<--(a1)<--(a0)<--(b)-->(c0)-->(c1)-->(c2)
WHERE a2.VALUE='Max. Recording Resolution' AND a2.PATH='/HTML/BODY/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/DIV/DIV/TABLE/TBODY/TR/TD/text()' AND a2.POSITION='1' 
AND a1.VALUE='TD' AND a1.POSITION='1' 
AND a0.VALUE='TR' AND a0.POSITION='43' 
AND b.VALUE='TBODY' 
AND c0.VALUE='TR' AND c0.POSITION='21' 
AND c1.VALUE='TD' AND c1.POSITION='1' 
AND c2.NODE_TYPE='3' AND c2.POSITION='1' 
 RETURN c2.VALUE AS VALUE, c2.URL AS URL, 'Template' in LABELS(c2) as template"
31,Color,"MATCH (a2:Template)<--(a1)<--(a0)<--(b)-->(c0)-->(c1)-->(c2)
WHERE a2.VALUE='Color' AND a2.PATH='/HTML/BODY/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/DIV/DIV/TABLE/TBODY/TR/TD/text()' AND a2.POSITION='1' 
AND a1.VALUE='TD' AND a1.POSITION='1' 
AND a0.VALUE='TR' AND a0.POSITION='4' 
AND b.VALUE='TBODY' 
AND c0.VALUE='TR' AND c0.POSITION='48' 
AND c1.VALUE='TD' AND c1.POSITION='2' 
AND c2.NODE_TYPE='3' AND c2.POSITION='8' 
 RETURN c2.VALUE AS VALUE, c2.URL AS URL, 'Template' in LABELS(c2) as template"
32,Digital Zoom,"MATCH (a2:Template)<--(a1)<--(a0)<--(b)-->(c0)-->(c1)-->(c2)
WHERE a2.VALUE='Digital Zoom' AND a2.PATH='/HTML/BODY/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/DIV/DIV/TABLE/TBODY/TR/TD/text()' AND a2.POSITION='1' 
AND a1.VALUE='TD' AND a1.POSITION='1' 
AND a0.VALUE='TR' AND a0.POSITION='16' 
AND b.VALUE='TBODY' 
AND c0.VALUE='TR' AND c0.POSITION='24' 
AND c1.VALUE='TD' AND c1.POSITION='2' 
AND c2.NODE_TYPE='3' AND c2.POSITION='1' 
 RETURN c2.VALUE AS VALUE, c2.URL AS URL, 'Template' in LABELS(c2) as template"
33,Feature,"MATCH (a2:Template)<--(a1)<--(a0)<--(b)-->(c0)-->(c1)-->(c2)
WHERE a2.VALUE='Feature' AND a2.PATH='/HTML/BODY/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/DIV/DIV/TABLE/TBODY/TR/TD/text()' AND a2.POSITION='1' 
AND a1.VALUE='TD' AND a1.POSITION='1' 
AND a0.VALUE='TR' AND a0.POSITION='56' 
AND b.VALUE='TBODY' 
AND c0.VALUE='TR' AND c0.POSITION='57' 
AND c1.VALUE='TD' AND c1.POSITION='1' 
AND c2.NODE_TYPE='3' AND c2.POSITION='1' 
 RETURN c2.VALUE AS VALUE, c2.URL AS URL, 'Template' in LABELS(c2) as template"
34,Shutter,"MATCH (a2:Template)<--(a1)<--(a0)<--(b)-->(c0)-->(c1)-->(c2)
WHERE a2.VALUE='Shutter' AND a2.PATH='/HTML/BODY/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/TABLE/TBODY/TR/TD/DIV/DIV/DIV/DIV/TABLE/TBODY/TR/TD/text()' AND a2.POSITION='1' 
AND a1.VALUE='TD' AND a1.POSITION='1' 
AND a0.VALUE='TR' AND a0.POSITION='19' 
AND b.VALUE='TBODY' 
AND c0.VALUE='TR' AND c0.POSITION='23' 
AND c1.VALUE='TD' AND c1.POSITION='1' 
AND c2.NODE_TYPE='3' AND c2.POSITION='1' 
 RETURN c2.VALUE AS VALUE, c2.URL AS URL, 'Template' in LABELS(c2) as template"
